constraint	status	purity	F	SI	CC	EX	has_coupling	scope_result	has_nonsense	has_excess	structural	zone
treaty_authority_cession__rangatiratanga_retention_reading	scored	0.2948333333333334	0.0	0.75	0.33333333333333337	0.12	1	variant_2	1	1	inconclusive	degraded
treaty_authority_cession__retrospective_snare_exposure	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
trips_agreement_interpretive_kernel__public_health_flexibility_reading	scored	0.4205	0.0	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
trips_agreement_interpretive_kernel__strong_exclusivity_reading	scored	0.3941666666666667	0.0	0.75	0.6666666666666667	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
tsunami_stone_commitment__behavioral_competence_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
tsunami_stone_commitment__catastrophe_validation_axis	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
tsunami_stone_commitment__commemorative_husk_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
turkish_graphemic_substrate__gradual_transition_reading	scored	0.5198333333333334	0.125	1.0	0.8333333333333334	0.12	1	invariant	1	1	inconclusive	borderline
turkish_graphemic_substrate__ottoman_continuity_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
turkish_graphemic_substrate__secular_nationalist_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
udhr_article_3__negative_liberty_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
udhr_article_3__positive_entitlement_reading	scored	0.2988333333333334	0.0	0.75	0.33333333333333337	0.14000000000000012	1	variant_2	1	1	inconclusive	degraded
udhr_article_3__procedural_hybrid_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
udhr_authority__aspirational_sovereignty_reading	scored	0.7658333333333334	0.625	1.0	0.8333333333333334	0.6	1	invariant	1	1	inconclusive	sound
udhr_authority__binding_universalism_reading	scored	0.2868333333333334	0.0	0.75	0.33333333333333337	0.08000000000000007	1	variant_2	1	1	inconclusive	degraded
udhr_authority__customary_emergence_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
unclos_2026	scored	0.3941666666666667	0.0	0.75	0.6666666666666667	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
unclos_maritime_sovereignty__expansive_construction_reading	scored	0.35250000000000004	0.0	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
unclos_maritime_sovereignty__hybrid_effective_control_reading	scored	0.3765	0.0	0.75	0.5	0.31999999999999995	1	variant_2	1	1	inconclusive	contaminated
unclos_maritime_sovereignty__strict_geographic_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
unclos_sovereignty_boundary__historical_rights_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	scored	0.422	0.125	0.75	0.5	0.36	1	variant_2	1	1	inconclusive	contaminated
unclos_sovereignty_boundary__strict_eez_reading	scored	0.3821666666666667	0.0	0.75	0.6666666666666667	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
unconditional_income_support__dependency_trap_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
unconditional_income_support__freedom_floor_reading	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
unconditional_income_support__universality_paradox_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
unconditional_university_offers_uk	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
unfalsifiable_credential_preload	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
unsc_242_withdrawal_clause__interpretive_authority_structure	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
unsc_242_withdrawal_clause__maximal_withdrawal_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
unsc_242_withdrawal_clause__partial_withdrawal_reading	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
us_constitution_1787__living_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
us_constitution_1787__originalist_reading	scored	0.7313333333333334	0.75	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	sound
us_constitution_1787__positivist_reading	scored	0.647	0.25	1.0	1.0	0.3600000000000001	1	invariant	0	1	inconclusive	borderline
us_constitution_interpretive__living_constitution_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	1.1102230246251565e-16	1	invariant	1	1	inconclusive	contaminated
us_constitution_interpretive__originalist_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
us_constitution_interpretive__popular_constitutionalism_reading	scored	0.6389999999999999	0.25	1.0	1.0	0.31999999999999995	1	invariant	0	1	inconclusive	borderline
us_constitution_meaning__living_constitutionalist_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
us_constitution_meaning__originalist_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
us_constitution_meaning__positivist_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
us_constitution_text__living_constitutionalist_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
us_constitution_text__originalist_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
us_constitution_text__positivist_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
us_greenland_envoy	scored	0.5063333333333334	0.0	1.0	0.8333333333333334	0.2400000000000001	1	invariant	1	1	inconclusive	borderline
us_international_accountability_exemption	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
us_military_spending_justification	scored	0.35250000000000004	0.0	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
us_sdf_alliance_abandonment_2026	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
us_venezuela_oil_pressure	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
usul_al_fiqh_method__hanafi_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
usul_al_fiqh_method__hanbali_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
usul_al_fiqh_method__maliki_reading	scored	0.639	0.25	1.0	1.0	0.32000000000000006	1	invariant	0	1	inconclusive	borderline
usul_al_fiqh_method__shafii_reading	scored	0.4541666666666667	0.0	0.75	0.6666666666666667	0.5	1	variant_2	1	1	inconclusive	contaminated
vaccine_mandate_balance__bodily_autonomy_primary	scored	0.39583333333333337	0.0	0.75	0.8333333333333334	0.0	1	variant_2	1	1	inconclusive	contaminated
vaccine_mandate_balance__proportionality_reading	scored	0.5653333333333334	0.25	1.0	0.8333333333333334	0.15999999999999992	1	invariant	1	1	inconclusive	borderline
vaccine_mandate_balance__public_health_primary	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
vaccine_mandate_legitimacy__public_health_primacy_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
vaccine_mandate_legitimacy__risk_stratification_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
vaccine_mandates_school_entry	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
value_alignment_drift	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_authority__composite_overdetermination_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_authority__continuity_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_authority__rupture_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_doctrinal_authority__composite_overdetermination_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_doctrinal_authority__continuity_reading	scored	0.4461666666666667	0.0	0.75	0.6666666666666667	0.4600000000000001	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_doctrinal_authority__rupture_progressive_reading	scored	0.39	0.125	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_magisterial_authority__composite_overdetermination_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_magisterial_authority__continuity_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
vatican_ii_magisterial_authority__rupture_reading	scored	0.31083333333333335	0.0	0.75	0.33333333333333337	0.19999999999999996	1	variant_2	1	1	inconclusive	contaminated
vedic_corpus_social_prescription__colonial_orientalist_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
vedic_corpus_social_prescription__orthodox_varna_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
vedic_corpus_social_prescription__reformist_spiritual_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
vedic_dharmic_corpus__bhakti_devotional_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
vedic_dharmic_corpus__hereditary_monopoly_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
vedic_dharmic_corpus__reformist_egalitarian_reading	scored	0.8520000000000001	1.0	1.0	1.0	0.26	1	invariant	0	1	inconclusive	sound
venal_office_structural_base	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
vendor_certification_capture	scored	0.378	0.125	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
versailles_reparations_clauses__limited_responsibility_reading	scored	0.4861666666666667	0.0	0.75	0.6666666666666667	0.66	1	variant_2	1	1	inconclusive	contaminated
versailles_reparations_clauses__punitive_liability_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
versailles_reparations_clauses__repudiation_reading	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
visa_mastercard_interchange_extraction	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
voluntary_presence_constraint	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
waitangi_sovereignty_allocation__crown_sovereignty_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
waitangi_sovereignty_allocation__partnership_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
waitangi_sovereignty_allocation__rangatiratanga_reading	scored	0.35250000000000004	0.0	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
war_powers_allocation__congressional_primacy_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
war_powers_allocation__functional_accommodation_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
war_powers_allocation__inherent_executive_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
war_winnability_post_1945__countervailing_thinkable	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
war_winnability_post_1945__deterrence_unthinkable	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
war_winnability_post_1945__rhetorical_contraction	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
weak_law_large_numbers	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
web_app_friction_tax	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
well_ordering_theorem	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
westphalia_sovereignty__absolute_non_intervention	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
westphalia_sovereignty__conditional_responsibility	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
westphalia_sovereignty__graded_sovereignty	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
westphalian_sovereignty__absolute_sovereignty	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
westphalian_sovereignty__conditional_sovereignty	scored	0.40049999999999997	0.0	0.75	0.5	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
westphalian_sovereignty__governance_quality_reading	scored	0.4663333333333334	0.0	1.0	0.8333333333333334	0.040000000000000036	1	invariant	1	1	inconclusive	contaminated
westphalian_sovereignty__graduated_sovereignty	scored	0.3621666666666667	0.0	0.75	0.6666666666666667	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
westphalian_sovereignty__r2p_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
woman_category__gender_identity_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
woman_category__intersex_accommodation_reading	scored	0.3925	0.0	0.75	0.5	0.4	1	variant_2	1	1	inconclusive	contaminated
woman_category__sex_biology_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
woman_female_category__gender_identity_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
woman_female_category__hybrid_contextual_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
woman_female_category__sex_biology_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
workplace_surveillance_extraction	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
wto_dsb_authority__advisory_coordination_reading	scored	0.4541666666666667	0.0	0.75	0.6666666666666667	0.5	1	variant_2	1	1	inconclusive	contaminated
wto_dsb_authority__binding_referee_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
wto_dsb_authority__judicial_activism_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
wto_treaty_framework__developmental_reading	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
wto_treaty_framework__market_access_reading	scored	0.3821666666666667	0.0	0.75	0.6666666666666667	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
zero_as_number_entry__contingent_thinkability_reading	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	contaminated
zero_as_number_entry__hybrid_scaffolding_reading	scored	0.3685	0.0	0.75	0.5	0.28	1	variant_2	1	1	inconclusive	contaminated
zero_as_number_entry__universal_discovery_reading	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
zero_mathematical_status__number_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
zero_mathematical_status__parmenidean_rejection	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
zero_mathematical_status__placeholder_reading	scored	0.4101666666666667	0.0	0.75	0.6666666666666667	0.28	1	variant_2	1	1	inconclusive	contaminated
zone_failure_recovery_coupling	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
